image;caption;opinion;knowledge_level;gender
Mount_Rushmore;This is the famous place in USA that has the 4 US president's faces sculpted onto the mountain.;2;1;1
Mount_Rushmore;This is the famous place in USA that has the 4 US president's faces sculpted onto the mountain.;2;1;1
Greta_Thunberg;Greta Thunberg has become the face of environmental activist and was often seen on news. She is a stronger believer in saving the environment.;2;1;1
Sagrada_Familia;This is a cathedral being renovating in progress.;2;0;1
Will_Smith;This is Will Smith. He is acting in the movie MIB (Man In Black) as seen from the black suit and futuristic gun he is holding.;1;1;1
Winston_Churchill;This is Winston Churchill smoking a cigar. He was a prime minister of UK.;2;2;1
Bill_Gates;A man giving a speech.;2;0;1
Bill_Gates;A man giving a speech.;2;0;1
Winston_Churchill;This is Winston Churchill smoking a cigar. He was a prime minister of UK.;2;2;1
Cathédrale_Notre_Dame_De_Paris_Fire;Notre-Dame de Paris was on fire last year.;2;2;1
Charlie_Chaplin;Charlie Chaplin is sitting while holding a stick and something else in the black and white picture.;2;0;1
Bill_Gates;Bill gates is giving a speech.;2;1;1
Winston_Churchill;A guy with a black hat is smoking in the black and white picture.;2;0;1
Bill_Gates;Bill gates is looking away from the audience when he is giving a speech.;2;1;1
Sagrada_Familia;La Sagrada Familia is still under construction til now. But this doesn't stop the tourists from all around the world to visit the place!;0;1;1
J_K_Rowling;J.K Rowling is looking at her fans who is asking for her signatures on her best selling novel- Harry Potter.;1;1;1
J_K_Rowling;She is J.K.Rowling who is the author of the Harry Potter novel.;1;1;1
J_K_Rowling;She is J.K Rowling who is the author of Harry Potter novels!;1;1;1
Winston_Churchill;A guy with black hat is smoking.;2;0;1
Mount_Rushmore;There are many flags along the entrance to Mount Rushmore which is famous with sculpture of four presidents.;2;1;1
Greta_Thunberg;A girl in pink shirt is talking to the audience and she seems to have big reaction.;2;0;1
Sagrada_Familia;This is the beautiful La Sagrada Familia in Barcelona!;0;1;1
Winston_Churchill;A guy with black hat is smoking and looking at the camera.;2;0;1
Adolf_Hitler;He looks like the leader of Nazi Germany.;2;0;1
Mount_Rushmore;There are sculptures of four presidents on Mount Rushmore.;2;1;1
Adolf_Hitler;I am not sure who is he.;2;0;1
Will_Smith;Will Smith is holding a mini gun and pointing to the enemy.;1;1;1
Greta_Thunberg;A girl in pink is talking in front of the audience.;2;0;1
Cathédrale_Notre_Dame_De_Paris_Fire;The famous building in Paris- Notre Dome cathedral is on fire.;1;1;1
Will_Smith;Will Smith is holding a mini gun and pointing to someone.;1;1;1
Bill_Gates;He is Bill Gates who is the co-founder of Microsoft is giving a speech.;2;1;1
Charlie_Chaplin;He is Charlie Chaplin. He seems to be holding a stick and something else when he is sitting.;2;0;1
Adolf_Hitler;He looks like the leader of Nazi Germany and he is staring at the machine.;2;0;1
Sagrada_Familia;This is the famous building in Barcelona called La Sagrada Familia! It is always under construction.;0;1;1
Mount_Rushmore;This is Mount Rushmore. There are sculpture of four presidents on the mountain.;2;1;1
Cathédrale_Notre_Dame_De_Paris_Fire;The famous cathedral in Paris called Notre Dome is on fire. The fire seems to destroy most of the building!;1;1;1
Will_Smith;Will Smith is holding a mini gun. It seems like he is trying to fight with his enemies.;1;1;1
Charlie_Chaplin;He is Charlie Chapin. He is holding a stick and something else when he is sitting.;2;0;1
Cathédrale_Notre_Dame_De_Paris_Fire;The Notre Dome Cathedral is on fire.;1;1;1
Greta_Thunberg;A girl in pink shirt is giving a talk in front of everyone.;2;0;1
J_K_Rowling;This is JK Rowling, the author of Harry Potter books during a book signing.;2;1;1
Charlie_Chaplin;This is Charlie Chaplin who was a comic actor in one of his silent films.;2;0;1
Winston_Churchill;A man with a black hat and polka dot bowtie smoking a cigar.;2;0;1
Greta_Thunberg;This is Greta Thunberg, an environmental advocate from Sweden, speaking at a conference;1;1;1
Cathédrale_Notre_Dame_De_Paris_Fire;This is an image of the burning of Notre Dame in Paris, France that happened last year;3;1;1
J_K_Rowling;A Caucasian lady known as JK Rowling, author of Harry Potter series, who is speaking to a person who is giving her book to sign.;2;1;1
Mount_Rushmore;This is the sculpture of the 4 founding fathers in USA known as Mount Rushmore;2;0;1
Adolf_Hitler;This is Adolf Hitler, famous dictator of Germany, staring into the distance with a structure in front of him;4;0;1
Cathédrale_Notre_Dame_De_Paris_Fire;Burning of Notre Dame in Paris, France that happened last year;3;1;1
Will_Smith;Famous actor from USA, Will Smith acting in one of his movie known as Men in Black.;1;1;1
Mount_Rushmore;This is Mount Rushmore that shows the 4 founding fathers of America in USA on a clear day.;2;0;1
Mount_Rushmore;This is Mount Rushmore that shows the faces of the 4 founding fathers of America in USA;2;0;1
Will_Smith;Will Smith, a famous black American actor who is pointing a gun in the distance, in one of the movies in the Men in Black franchise.;1;1;1
Bill_Gates;This is a man with black spectacles in formal wear who is giving a speech;0;1;1
Cathédrale_Notre_Dame_De_Paris_Fire;Burning of Notre Dame in Paris, France that is a famous cathedral that is up in smoke last year;3;1;1
Greta_Thunberg;Greta Thunberg, a famous young environmental advocate from Sweden, who is likely speaking at a conference.;1;1;1
Sagrada_Familia;This is the front of the Sagrada Familia in Barcelona,Spain that is a famous cathedral with many tourists frequenting the area;0;1;1
Charlie_Chaplin;This is Charlie Chaplin, a famous silent actor in one of his black and white films;2;0;1
Will_Smith;Will Smith, a famous black American actor in one of his films, Men in Black, where he is fighting a bad guy with his gun;1;1;1
Charlie_Chaplin;Charlie Chaplin, a famous silent actor in one of his black and white films sitting on a bench.;2;0;1
Winston_Churchill;A man who is smoking a cigar is looking right in the camera and wearing a jacket, tie and hat.;2;0;1
Sagrada_Familia;Sagrada Familia, a famous cathedral in Barcelona, Spain on a clear day with many visitors at the base of the cathedral.;0;1;1
Greta_Thunberg;Greta Thunberg, a young environmental advocate who is speaking at a conference that became famous last year.;1;1;1
Adolf_Hitler;Adolf Hitler, a well known in dictator in Germany in the 1940s, who is staring into the distance with an item in front of him.;4;0;1
Winston_Churchill;A man with a cigar staring straight in the camera.;2;0;1
Bill_Gates;An older man with spectacles and a suit who is speaking at a conference;0;1;1
J_K_Rowling;JK Rowling, an author of the famous Harry Potter book series, is enthusiastically signing her book owned by someone else at a book signing.;2;1;1
Adolf_Hitler;Adolf Hitler, a well-known dictator from Germany in the 1940s, who is staring in the distance.;4;0;1
Bill_Gates;An older man who is speaking to a crowd at a conference.;0;1;1
Sagrada_Familia;The Sagrada Familia, a famous structure in Barcelona, Spain that is under construction still with some visitors;0;1;1
Mount_Rushmore;It is a place with many flags and a mountain with many face sculptures of great people.;2;0;1
Will_Smith;A man is holding a gun in a movie.;2;0;1
Mount_Rushmore;The mountain has many face sculptures and there are many flags.;2;0;1
Charlie_Chaplin;Charlie Chaplin is acting in a comedy.;2;0;1
J_K_Rowling;JK Rolin is signing on Harry Potter's book.;0;1;1
Bill_Gates;Bill Gates, founder of Microsoft, is giving a speech.;1;1;1
Adolf_Hitler;Charlie Chaplin is acting in a comedy.;2;0;1
Adolf_Hitler;Charlie Chaplin in a comedy.;2;0;1
Mount_Rushmore;There is a mountain with many huge face sculptures on it, and there are many flags from different countries, showing great history.;2;0;1
Greta_Thunberg;A women is giving a speech.;2;0;1
Charlie_Chaplin;Charlie Chaplin is acting in a comedy.;2;0;1
Winston_Churchill;A man is smoking and smiling.;2;0;1
J_K_Rowling;JK Rolin, the author of Harry Potter, is signing on her book during a show. Her books about magic are very popular in the world.;0;1;1
Winston_Churchill;A man is smoking and smiling.;2;0;1
Sagrada_Familia;Many tourists are visiting a giant structure.;2;0;1
Will_Smith;A man is holding a gun in a movie.;2;0;1
Greta_Thunberg;A women in pink shirt is giving a speech.;2;0;1
Bill_Gates;Bill Gates is giving a speech.;1;1;1
Cathédrale_Notre_Dame_De_Paris_Fire;Notre-Dame de Paris cathedral is on fire.;4;1;1
Adolf_Hitler;Charlie Chaplin is staring at something in a comedy.;2;0;1
Cathédrale_Notre_Dame_De_Paris_Fire;Notre-Dame de Paris cathedral is on fire.;4;1;1
J_K_Rowling;JK Rolin is giving her books on a show.;0;1;1
Will_Smith;A man is holding a gun in a movie.;2;0;1
Greta_Thunberg;A lady with pink shirt is giving a speech.;2;0;1
Bill_Gates;Bill Gates, the founder of Microsoft, is giving a speech.;1;1;1
Cathédrale_Notre_Dame_De_Paris_Fire;Notre-Dame de Paris cathedral is on fire, the structure might be destroyed.;4;1;1
Winston_Churchill;A man is smoking with smile.;2;0;1
Sagrada_Familia;Many tourists are visiting a great place.;2;0;1
Charlie_Chaplin;Charlie Chaplin is acting in a movie.;2;0;1
Sagrada_Familia;Many tourists are visiting a temple.;2;0;1
Sagrada_Familia;Sagrada Familia is a cathedral in Barcelona, which took so long time to complete;1;1;0
Cathédrale_Notre_Dame_De_Paris_Fire;Notre-Dame de Paris, one of the most famous cathedral in France, was on fire;1;1;0
J_K_Rowling;J.K. Rowling is signing a copy for her fans;0;1;0
Cathédrale_Notre_Dame_De_Paris_Fire;Notre-Dame cathedral in Paris is on fire;1;1;0
Bill_Gates;Bill Gates is giving a speech;1;1;0
Mount_Rushmore;The famous mountain with faces of former US presidents and the row of states' flags;3;1;0
Mount_Rushmore;The famous mountain with faces of US presidents;3;1;0
Mount_Rushmore;A famous mountain in America with past US presidents' faces;3;1;0
Adolf_Hitler;Adolf Hitler was looking at some kind of scientific instrument;2;0;0
Greta_Thunberg;Greta is giving an emotional speech about how irresponsible the world's leaders have been on climate change issue;3;1;0
Sagrada_Familia;Sagrada Familia is a famous cathedral in Barcelona, Spain;1;1;0
Charlie_Chaplin;Charlie Chaplin, a well-known actor, is performing in one of his films;2;1;0
Sagrada_Familia;The construction of Sagrada Familia, a famous cathedral in Barcelona, is yet to be completed;1;1;0
Bill_Gates;Bill Gates, the founder and CEO of Microsoft, is giving a speech;1;1;0
Bill_Gates;Bill Gates is giving a speech;1;1;0
Will_Smith;Will Smith in one of the scences in Men in Black;1;1;0
J_K_Rowling;J.K. Rowling, the author of Harry Potter, is talking to fans while signing their newly bought copies;0;1;0
Charlie_Chaplin;Charlie Chaplin is acting in a film;2;1;0
Will_Smith;Will Smith in acting in Men in Black;1;1;0
Cathédrale_Notre_Dame_De_Paris_Fire;Notre-Dame in Paris cathedral is on fire;1;1;0
Winston_Churchill;Winston Churchill, former English PM, is holding a cigarette in his mouth;3;2;0
Adolf_Hitler;Adolf Hitler, the leader of Nazi's Germany, is looking at an instrument;2;0;0
J_K_Rowling;J.K. Rowling is interacting with fans;0;1;0
Charlie_Chaplin;Charlie Chaplin in one of his films;2;1;0
Winston_Churchill;Winston Churchill is a former PM of England;3;2;0
Greta_Thunberg;Greta, a young climate change activist, is giving an emotional speech;3;1;0
Winston_Churchill;Windston Churchill is a former Prime Minister of the UK during the second world war;3;2;0
Adolf_Hitler;Adolf Hitler was looking at a scientific-looking instrument;2;0;0
Greta_Thunberg;A young activist from Norway is giving an emotional speech about climate change;3;1;0
Will_Smith;Will Smith in Men in Black;1;1;0
Roger_Federer;A tennis player returns a serve;2;0;0
Kanye_West;Kanye showing off his latest Yeezys;2;1;0
Gardens_By_The_Bay;Gardens by the bay in Singapore puts up a lightshow for visitors;0;2;0
Sylveste_Stallone;A man holds a pistol and stares intensely;1;1;0
Gardens_By_The_Bay;Gardens by the bay in Singapore puts a light show for visitors;0;2;0
Albert_Einstein;Albert Einstein smoking a pipe;0;0;0
Louvre_Museum;The Louvre in Paris, France is a museum that houses a huge variety of content;0;1;0
Halloween;Halloween as people visit house to house to trick or treat for candy;0;1;0
Merlion_Park;Tourists pose by the Merlion in Singapore;1;1;0
Roger_Federer;Tennis player returns a serve;2;0;0
Louvre_Museum;Louvre in Paris, France is a museum that houses a wide range of collections;0;1;0
Sydney_Opera_House;Tourists pose and take a photo by Sydney Opera House;0;1;0
Merlion_Park;Tourists stop to take a photo by the Merlion, an icon in Singapore;1;1;0
Albert_Einstein;Albert Einstein smokes a pipe and stares at the camera;0;0;0
Kanye_West;Kanye shows off his proudest work - the Yeezy boosts;2;1;0
Halloween;Halloween is when people go trick or treating for candy at houses;0;1;0
Nelson_Mandela;Nelson Mandela gazes out of his prison cell;0;1;0
Nelson_Mandela;Nelson Mandela gazes out of his prison cell;0;1;0
Roger_Federer;The tennis player returns a serve;2;0;0
Albert_Einstein;Albert Einstein stares and smokes a pipe;0;0;0
Louvre_Museum;The Louvre in Paris, France is a museum that houses a broad range of collection;0;1;0
Gardens_By_The_Bay;Gardens by the bay in singapore puts up a light show for tourists;0;2;0
Sydney_Opera_House;A lady gets her boyfriend to take a picture for her with the Sydney Opera House behind;0;1;0
Sylveste_Stallone;A man holds a pistol and awaits an enemy;1;1;0
Halloween;Trick or treat! Halloween is when people go door to door to get candy;0;1;0
Kanye_West;Kanye shows off his latest work the Yeezy Boosts.;2;1;0
Merlion_Park;A family grabs a photo by the iconic Merlion in Singapore;1;1;0
Sydney_Opera_House;A lady gets a portrait of herself with the Sydney Opera House in the background;0;1;0
Nelson_Mandela;Nelson Mandela stares out of his prison cell;0;1;0
Sylveste_Stallone;A man holds a pistol and awaits his enemy;1;1;0
Kanye_West;Hey guys it is Kane west. He is american rapper.;2;1;0
Gardens_By_The_Bay;Hey guys, The artificial lightning made on the tree is fascinating.;2;0;0
Louvre_Museum;A picture of beautiful architecture.;2;0;0
Gardens_By_The_Bay;A picture of beautiful lighting arranged on a tree.;2;0;0
Kanye_West;The person in the picture is Kanye west.He is a rapper. I like his songs.;2;1;0
Louvre_Museum;A tourist place of a beautiful architecture.;2;0;0
Sylveste_Stallone;Picture of actor Sylvester Stallone. He is famous for his action movies I recommend you to watch expandable movie series.;0;1;0
Merlion_Park;Family is taking picture beside a lake.;2;0;0
Louvre_Museum;A picture of beautiful architecture. I will recommend you to visit this place.;2;0;0
Sydney_Opera_House;A tourist place in Australia. I recommend one should visit this place.;0;0;0
Sylveste_Stallone;I like Sylvester Stallone a Hollywood actor.I like his action movies.;0;1;0
Roger_Federer;Picture of famous tennis player roger federer.;0;0;0
Albert_Einstein;Picture of great scientist Albert Einsten.;0;1;0
Sylveste_Stallone;Sylvester Stallone a Hollywood actor.This picture is from a movie scene.;0;1;0
Merlion_Park;A family is taking picture beside a lake.;2;0;0
Merlion_Park;The place in the picture is nice. I would recommend one can visit this place.;2;0;0
Nelson_Mandela;Picture of a person staring outside of the window.;0;0;0
Nelson_Mandela;An old man peeking through the window.;0;0;0
Roger_Federer;Roger federer a famous tennis player. Playing a shot during a match.;0;0;0
Sydney_Opera_House;A lady taking picture of beautiful architecture in Australia.;0;0;0
Gardens_By_The_Bay;A beautiful lightning in a garden.;2;0;0
Halloween;A picture of Halloween items carried by people.;4;0;0
Halloween;This picture remembers me the Halloween festival.;4;0;0
Nelson_Mandela;A picture of old men who is lost in deep toughts.;0;0;0
Kanye_West;Kanye west an american rapper examining shoe.;2;1;0
Albert_Einstein;Picture of great scientist Albert Einstein smoking cigar.;0;1;0
Sydney_Opera_House;Photographer taking picture of a tourist.;0;0;0
Halloween;A picture of people carrying Halloween masks.;4;0;0
Roger_Federer;Picture of roger federer playing a shot during a match.;0;0;0
Albert_Einstein;Albert Enisten a great scientist smoking a sigar.;0;1;0
Louvre_Museum;The is the louvre museum in Paris;0;1;1
Sylveste_Stallone;A man pointing his gun;2;0;1
Sydney_Opera_House;A lady taking picture in front of sydney opera house;1;1;1
Merlion_Park;family taking picture in front of merlion singapore;0;1;1
Sylveste_Stallone;a man pointing his gun;2;0;1
Gardens_By_The_Bay;gardens by the bay light show;0;2;1
Albert_Einstein;albert einstein smoking;1;0;1
Kanye_West;a man holding black shoe;1;1;1
Louvre_Museum;louvre museum in paris;0;1;1
Sylveste_Stallone;a man pointing his gun;2;0;1
Louvre_Museum;louvre museum located in paris;0;1;1
Nelson_Mandela;a man inside a jail, wearing yellow shirt;1;0;1
Roger_Federer;a tennis player playing tennis;2;0;1
Kanye_West;a man holding black shoe;1;1;1
Kanye_West;a man holding black shoe;1;1;1
Albert_Einstein;albert einstein is smoking;1;0;1
Roger_Federer;a tennis player playing tennis;2;0;1
Merlion_Park;a family taking picture in merlion singapore;0;1;1
Gardens_By_The_Bay;light show in gardens by the bay;0;2;1
Roger_Federer;a man playing tennis;2;0;1
Nelson_Mandela;a man inside the jail;1;0;1
Halloween;children trick-or-treating in halloween;0;1;1
Halloween;children trick-or-treating in halloween;0;1;1
Sydney_Opera_House;a lady taking picture in front of sydney opera house;1;1;1
Sydney_Opera_House;a lady taking picture in front of sydney opera house;1;1;1
Nelson_Mandela;a man inside the jail;1;0;1
Merlion_Park;a family taking picture in merlion singapore;0;1;1
Gardens_By_The_Bay;light show in gardens by the bay;0;2;1
Halloween;children trick-or-treating during halloween;0;1;1
Albert_Einstein;albert einstein is smoking;1;0;1
Kanye_West;A guy is giving a shoe to a woman.;2;0;0
Merlion_Park;A family is taking a picture at a tourist spot in Singapore.;2;0;0
Sylveste_Stallone;Sylvester Stallone is holding a gun while acting a movie.;2;1;0
Roger_Federer;Roger Federer is playing tennis.;2;0;0
Kanye_West;A man is giving a shoe to a woman.;2;0;0
Gardens_By_The_Bay;People are crowded and sitting under the Supertree,located in Singapore.;2;1;0
Gardens_By_The_Bay;Many people are sitting under the Supertree located in the Singapore garden.;2;1;0
Sydney_Opera_House;A man is taking picture of a woman near the Opera house which is located in Sydney.;2;0;0
Halloween;People are wearing costumes for Halloween party.;2;1;0
Gardens_By_The_Bay;Many people are sitting under the Supertree located in the Singapore garden.;2;1;0
Roger_Federer;Rodger Federer is playing Tennis.;2;0;0
Albert_Einstein;Albert Einstein is smoking.;0;1;0
Sylveste_Stallone;Sylvester Stallone is acting in a movie holding a gun.;2;1;0
Albert_Einstein;Albert Einstein is smoking pipe cigarette.;0;1;0
Albert_Einstein;Albert Einstein (scientist) is smoking.;0;1;0
Roger_Federer;Rodger Federer is playing Tennis.;2;0;0
Kanye_West;A man is giving a shoe to a woman.;2;0;0
Louvre_Museum;A picture of a tourist spot in Europe.;2;0;0
Merlion_Park;A four member family is taking a group picture standing beside the Merlion located in Singapore.;2;0;0
Halloween;People are wearing costumes for Halloween party.;2;1;0
Merlion_Park;A four member family is taking a group picture standing beside the Merlion located in Singapore.;2;0;0
Halloween;People are dressed with costumes to celebrate Halloween party.;2;1;0
Nelson_Mandela;Nelson Mandela former president of South Africa is looking out of the window holding the window grill.;2;0;0
Sydney_Opera_House;A man is taking picture of a woman beside the Opera house located in Sydney.;2;0;0
Louvre_Museum;A picture of tourist spot located in Europe.;2;0;0
Sydney_Opera_House;A man is taking picture of a sitting woman beside the Opera house located in Sydney.;2;0;0
Sylveste_Stallone;Sylvester Stallone is acting in a movie holding a gun.;2;1;0
Louvre_Museum;A picture of a tourist spot in Europe.;2;0;0
Nelson_Mandela;Nelson Mandela former president of South Africa is looking out of the window holding the window grill.;2;0;0
Nelson_Mandela;Nelson Mandela former president of South Africa is looking out of the window holding the window grill.;2;0;0
Kanye_West;A lady is presenting a shoe to a man;2;0;0
Albert_Einstein;Albert einstein smokes suing the pipe;0;1;0
Nelson_Mandela;Mr. Nelson Mandela visited the jail where he was jailed;0;0;0
Halloween;People are going to the Halloween party;2;1;0
Halloween;People are going to the Halloween party;2;1;0
Roger_Federer;Roger Federer playing tennis;2;1;0
Sylveste_Stallone;Sylvester Stallone in the Escape Plan movie;2;1;0
Sydney_Opera_House;A lady is taking a photo in front of the Opera house;2;0;0
Gardens_By_The_Bay;It's the Gardens by the Bay in Singapore;2;1;0
Halloween;People are going to the Halloween party;2;1;0
Gardens_By_The_Bay;It's the Gardens by the Bay in Singapore;2;1;0
Louvre_Museum;An old building with the visitors;2;0;0
Sylveste_Stallone;Sylvester Stallone in the Escape Plan movie;2;1;0
Sydney_Opera_House;A lady is taking a photo in front of the Opera house;2;0;0
Kanye_West;A lady is presenting a shoe to a man;2;0;0
Merlion_Park;A family is taking a photo with Merlion background;2;0;0
Louvre_Museum;An old building with the visitors;2;0;0
Roger_Federer;Roger Federer playing tennis;2;1;0
Gardens_By_The_Bay;It's the Gardens by the Bay in Singapore;2;1;0
Kanye_West;A lady is presenting a shoe to a man;2;0;0
Albert_Einstein;Albert Einstein smokes the pipe;0;1;0
Louvre_Museum;An old building with the visitors;2;0;0
Nelson_Mandela;Mr. Nelson Mandela visited the jail where he was jailed;0;0;0
Merlion_Park;A family is taking a photo with Merlion background;2;0;0
Albert_Einstein;Albert Einstein smokes the pipe;0;1;0
Nelson_Mandela;Mr. Nelson Mandela visited the jail where he was jailed;0;0;0
Sydney_Opera_House;A lady is taking a photo in front of the Opera house;2;0;0
Merlion_Park;A family is taking a photo with Merlion background;2;0;0
Roger_Federer;Roger Federer playing tennis;2;1;0
Sylveste_Stallone;Sylvester Stallone in the Escape Plan movie;2;1;0
Merlion_Park;This is the golden gate bridge in San Francisco.;1;1;1
Halloween;People are carrying jack-o-lanterns and celebrating halloween;1;1;1
Gardens_By_The_Bay;This is the supertree at Gardens by the Bay;1;2;1
Halloween;Poeple are celebrating halloween;1;1;1
Roger_Federer;A tennis player is wearing a purple headaband;2;0;1
Sydney_Opera_House;This is the sydney opera house. A lady in white is having her photo taken by a guy in stripe shirt.;2;1;1
Albert_Einstein;This is a photo of albert einstein smoking;2;1;1
Halloween;People are carrying jack-o-lanterns celebrating halloween;1;1;1
Albert_Einstein;This is a photo of albert einstein smoking. He is wearing a green overall;2;1;1
Gardens_By_The_Bay;There are many people gather at the supertree at gardens by the bay;1;2;1
Sylveste_Stallone;A man is holding a gun. His hand is bloody.;2;0;1
Kanye_West;Kanya West is holding a black yeezy;1;0;1
Louvre_Museum;This the Louvre in Paris;2;1;1
Louvre_Museum;This is the Louvre in Paris;2;1;1
Nelson_Mandela;A man in yellow shirt is looking out of the window;1;0;1
Louvre_Museum;This is the Louvre in Paris;2;1;1
Roger_Federer;Rafeal is having a tennis match;2;0;1
Sydney_Opera_House;A lady in white is having her picture taken by a man in stripe shirt infront of the sydney opera house;2;1;1
Nelson_Mandela;a man in yellow shirt is looking out of the window;1;0;1
Roger_Federer;Rafael is having a tennis match;2;0;1
Sylveste_Stallone;A man with bloody hands is holding a gun;2;0;1
Gardens_By_The_Bay;There are many people at the supertree at gardens by the bay;1;2;1
Sylveste_Stallone;A man with bloody hands is holding a gun;2;0;1
Albert_Einstein;Albert einstein is smoking;2;1;1
Nelson_Mandela;A man in yellow shirt  is looking out of the window;1;0;1
Merlion_Park;A family of 4 is taking a picture infront of the merlion;1;1;1
Kanye_West;Kanya West is holding a black yeezy;1;0;1
Merlion_Park;A family 4 of is taking a picture at the merlion;1;1;1
Sydney_Opera_House;A lady is taking a photo infront of the opera sydney house;2;1;1
Kanye_West;kanye west is holding  a black yeezy shoe;1;0;1
Louvre_Museum;The Louvre in France is a popular tourist attraction;1;1;1
Kanye_West;Kanye West signing a fan's addidas shoe. He is a famous rapper who is also married to Kim Kardashian.;2;1;1
Gardens_By_The_Bay;The evening and night Lights show at Gardens by the Bay is a popular place for family and friends to gather and bond.;0;2;1
Gardens_By_The_Bay;Many people like to congregate in groups to admire the lights show at Gardens by the Bay in the evening and night times.;0;2;1
Sydney_Opera_House;The woman is posing in front of the Sydney Opera House.;1;1;1
Sydney_Opera_House;The Sydney Opera House is definitely one of the highlights for tourists to take photos in front of.;1;1;1
Louvre_Museum;The Louvre is located in Paris, France. It is known for holding multiple fashion shows throughout the year.;1;1;1
Louvre_Museum;The pyramid glass structure is The Louvre located in Paris, France. Many fashion shows are held here throughout the year.;1;1;1
Nelson_Mandela;This is Nelson Mandela, the revolutionary former President of South Africa. He is famous for fighting for the civil rights and winning against the apartheid government.;0;0;1
Roger_Federer;Roger Federer, the famous tennis player, looks like he's playing the easiest tournament of his life.;2;0;1
Merlion_Park;This is a family taking a photo in front of the Merlion, a half-lion half-mermaid statue. It is one of the main tourist attractions in Singapore.;2;1;1
Roger_Federer;This is Roger Federer, one of the most popular tennis players. He has won 20 grand slams thus far.;2;0;1
Albert_Einstein;This is Albert Einstein, the scientist most famous for discovering the lightbulb.;0;0;1
Albert_Einstein;Without Albert Einstein, we would not be able to enjoy the luxury of light.;0;0;1
Nelson_Mandela;Nelson Mandela's civil rights movement against the Apartheid movement was so revolutionary.;0;0;1
Nelson_Mandela;Nelson Mandela, the former Prime Minister of South Africa, is one of the most respected persons in the world. He led the civil rights movement against the Apartheid, fought for freedom for his people.;0;0;1
Halloween;Halloween is well celebrated every year, especially the children who dress up in costumes and go from door-to-door to collect candy.;2;1;1
Kanye_West;This is a rare picture of Kanye West smiling with his teeth while signing a shoe for his fan!;2;1;1
Sylveste_Stallone;This looks like a famous actor in a action-thriller movie.;2;0;1
Halloween;Halloween is that time of the year when everyone, in particular children, dress up and ask for candy.;2;1;1
Halloween;We better stock up on enough candy this Halloween to satisfy all the hungry children knocking at our doors!;2;1;1
Kanye_West;Kanye West, the famous rapper married to Kim Kardashian, is signing a shoe for a fan.;2;1;1
Sylveste_Stallone;This is a scene from an action movie. The main character looks tense and seems to be about to spring an attack on someone.;2;0;1
Albert_Einstein;Albert Einstein, the genius scientist, is best known for his invention of the light bulb.;0;0;1
Sylveste_Stallone;This is a scene of a famous actor in a action-thriller movie.;2;0;1
Merlion_Park;I don't understand how the half-lion half-mermaid water squirting Merlion attracts so many tourists everyday to take a photo in front of it!;2;1;1
Merlion_Park;The Merlion at Marina Bay Sands attracts many tourists everyday to take a photo in front of it.;2;1;1
Sydney_Opera_House;A boyfriend is helping his girlfriend take a nice photo in front of the Sydney Opera House so that she can post it on Instagram.;1;1;1
Gardens_By_The_Bay;Gardens by the Bay often has light shows every evening and night times. This attracts many locals and tourists.;0;2;1
Roger_Federer;Roger Federer, the famous tennis player, is aiming for the Champion title again.;2;0;1
Kanye_West;A man is passing a black shoe to someone.;2;1;1
Sydney_Opera_House;A man is taking a photo of a lady posing with the Sydney Opera House in the background. The Sydney Opera House is in Australia.;1;1;1
Gardens_By_The_Bay;Groups of people are enjoying the lightshow at Gardens by the Bay located in Singapore;1;2;1
Kanye_West;A man is holding a black shoe.;2;1;1
Gardens_By_The_Bay;Gardens by the Bay is displaying its daily night light show;1;2;1
Sydney_Opera_House;The Sydney Opera House is in Australia.;1;1;1
Gardens_By_The_Bay;The light show at Gardens by the Bay, Singapore.;1;2;1
Kanye_West;A man is holding out a black shoe to someone;2;1;1
Sydney_Opera_House;The Sydney Opera House is located in New South Wales, Australia.;1;1;1
Louvre_Museum;The Louvre Museum in Paris, France is an iconic attraction.;1;1;1
Louvre_Museum;This is the Louvre Museum in Paris, France. One of the most famous works in it is the Mona Lisa painting.;1;1;1
Louvre_Museum;The Louvre Museum in Paris, France holds the Mona Lisa painting.;1;1;1
Halloween;A group of people are carrying lanterns to go trick or treating to celebrate Halloween.;2;1;1
Halloween;A group of people are carrying lanterns to go around trick or treating during Halloween.;2;1;1
Halloween;A group of people are celebrating Halloween.;2;1;1
Nelson_Mandela;A man wearing yellow is holding on to a pole.;2;0;1
Sylveste_Stallone;A man is holding a gun.;2;0;1
Merlion_Park;A family is taking a photo with the Merlion which is located in the CBD area of Singapore.;1;1;1
Sylveste_Stallone;A man is holding a gun.;2;0;1
Nelson_Mandela;A man in yellow is holding on to a pole.;2;0;1
Sylveste_Stallone;A man is holding a gun.;2;0;1
Albert_Einstein;Albert Einstein is famous for his works of physics.;2;0;1
Nelson_Mandela;A man in yellow is holding on to a pole.;2;0;1
Albert_Einstein;Albert Einstein smoking on a pipe.;2;0;1
Merlion_Park;A family is taking a photo with the iconic Merlion located in the CBD of Singapore.;1;1;1
Albert_Einstein;Albert Einstein smoking a pipe.;2;0;1
Merlion_Park;A family is taking a photo with the Merlion located in the CBD area of Singapore.;1;1;1
Roger_Federer;Roger Federer playing tennis.;2;0;1
Roger_Federer;A famous tennis player playing tennis.;2;0;1
Roger_Federer;Roger Federer playing tennis.;2;0;1
